Run info,Date,Time,Instance,Best obj,Optimal obj,Found optimal,CPU time,Wall time,Stopped after,Total iterations,Population size,Splits,Split factor,Pre-processed?,Heuristic?,MIP solve time,Swaps,Initial jumps,Dead jumps,Jump frequency,AND(NOT($G2="*")NOT(ISBLANK($F2)))
,2019-12-05,11:50:54,b05,61,61,*,4,3.24429,0,10,1000,500,8,1,1,50,1,1,5,0,64
,2019-12-05,11:50:58,b06,122,122,*,0,0.259176,0,10,1000,500,8,1,1,50,1,1,5,0,127
,2019-12-05,11:50:58,b07,111,111,*,0,0.08603,0,10,1000,500,8,1,1,50,1,1,5,0,111
,2019-12-05,11:50:58,b08,104,104,*,0,0.031651,0,10,1000,500,8,1,1,50,1,1,5,0,104
,2019-12-05,11:50:58,b09,220,220,*,1,0.524327,0,10,1000,500,8,1,1,50,1,1,5,0,224
,2019-12-05,11:50:59,b10,86,86,*,29,29.3551,0,10,1000,500,8,1,1,50,1,1,5,0,98
,2019-12-05,11:51:28,b11,88,88,*,1,1.21172,0,10,1000,500,8,1,1,50,1,1,5,0,93
,2019-12-05,11:51:29,b12,174,174,*,2,1.10407,0,10,1000,500,8,1,1,50,1,1,5,0,174
,2019-12-05,11:51:31,b13,165,165,*,2,2.24396,0,10,1000,500,8,1,1,50,1,1,5,0,175
,2019-12-05,11:51:33,b14,235,235,*,6,6.47739,3,10,1000,500,8,1,1,50,1,1,5,0,236
,2019-12-05,11:51:39,b15,318,318,*,3,2.60749,0,10,1000,500,8,1,1,50,1,1,5,0,322
,2019-12-05,11:51:42,b16,127,127,*,50,49.7788,0,10,1000,500,8,1,1,50,1,1,5,0,137
,2019-12-05,11:52:32,b17,131,131,*,9,8.98561,0,10,1000,500,8,1,1,50,1,1,5,0,133
,2019-12-05,11:52:41,b18,218,218,*,9,8.89292,0,10,1000,500,8,1,1,50,1,1,5,0,226

###### TESTSET: C ######

,2019-12-05,11:52:51,c01,85,85,*,50,49.6079,0,10,1000,500,8,1,1,50,1,1,5,0,88
,2019-12-05,11:53:41,c02,144,144,*,50,49.6367,0,10,1000,500,8,1,1,50,1,1,5,0,144
,2019-12-05,11:54:32,c03,757,754,,519,516.533,10,10,1000,500,8,1,1,50,1,1,5,0,757
,2019-12-05,12:03:12,c04,1082,1079,,527,522.459,10,10,1000,500,8,1,1,50,1,1,5,0,1082
,2019-12-05,12:11:59,c05,1582,1579,,544,538.46,10,10,1000,500,8,1,1,50,1,1,5,0,1582
,2019-12-05,12:21:03,c06,55,55,*,6,5.88231,0,10,1000,500,8,1,1,50,1,1,5,0,60
,2019-12-05,12:21:10,c07,102,102,*,302,300.558,5,10,1000,500,8,1,1,50,1,1,5,0,103
,2019-12-05,12:26:12,c08,512,509,,523,519.603,10,10,1000,500,8,1,1,50,1,1,5,0,512
,2019-12-05,12:34:56,c09,708,707,,529,526.965,10,10,1000,500,8,1,1,50,1,1,5,0,708
,2019-12-05,12:43:46,c10,1096,1093,,548,543.838,10,10,1000,500,8,1,1,50,1,1,5,0,1096
,2019-12-05,12:52:54,c11,32,32,*,31,30.1842,0,10,1000,500,8,1,1,50,1,1,5,0,35
,2019-12-05,12:53:25,c12,46,46,*,14,14.1487,0,10,1000,500,8,1,1,50,1,1,5,0,49
,2019-12-05,12:53:40,c13,260,258,,521,519.755,10,10,1000,500,8,1,1,50,1,1,5,0,260
,2019-12-05,13:02:22,c14,324,323,,528,524.998,10,10,1000,500,8,1,1,50,1,1,5,0,324
,2019-12-05,13:11:10,c15,556,556,*,55,53.4268,0,10,1000,500,8,1,1,50,1,1,5,0,567
,2019-12-05,13:12:05,c16,11,11,*,31,31.007,0,10,1000,500,8,1,1,50,1,1,5,0,12
,2019-12-05,13:12:37,c17,18,18,*,6,5.93333,0,10,1000,500,8,1,1,50,1,1,5,0,20
,2019-12-05,13:12:43,c18,118,113,,518,514.852,10,10,1000,500,8,1,1,50,1,1,5,0,118
,2019-12-05,13:21:21,c19,152,146,,525,519.506,10,10,1000,500,8,1,1,50,1,1,5,0,152
,2019-12-05,13:30:06,c20,267,267,*,539,534.407,10,10,1000,500,8,1,1,50,1,1,5,0,268

###### TESTSET: D ######

,2019-12-05,13:39:08,d01,106,106,*,50,49.8043,0,10,1000,500,8,1,1,50,1,1,5,0,107
,2019-12-05,13:40:01,d02,220,220,*,50,49.8127,0,10,1000,500,8,1,1,50,1,1,5,0,237
,2019-12-05,13:40:53,d03,1568,1565,,547,543.089,10,10,1000,500,8,1,1,50,1,1,5,0,1568
